genero,edad,area,modalidad_cursada,nombre_actividad,fecha_inicio,fecha_fin
Femenino,41,DELEGACIONES,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,37,COORDINACION GENERAL,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,48,GUARDIA URBANA,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,63,JARDIN MITAI ROGA 4,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Masculino,46,DIRECCION DE TRANSITO AHORA EN COMISION DE LA A.O.E.M,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,48,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,43,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,59,COM,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,56,TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,31,DIRECCION GENERAL DE DEFUNCIONES,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
NULL,NULL,TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,44,DGCAT,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,42,GUARDIA Y SECUESTROS,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,46,DIRECCION DE DESARROLLO DE MANTENIMIENTO Y APLICACION DE LA TECNOLOGIA,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,42,COM,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,54,DIR.V. DE JEFES OFICIALES,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,55,SISTEMA DE CAMARAS MOVILES,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,60,DIRECCION DE TRANSITO  Y SEGURIDAD  VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,41,DIRECCION DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,29,DIR.VISION DE GUARDIA - SUBSECRETARIA DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,51,TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,38,DIRECCION DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,37,CENTRO EMISOR DE LICENCIAS,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,25,SICAM SISTEMAS DE CÁMARA MOVIL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,55,DIRECCION DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,32,DEPARTAMENTO DE PERSONAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,36,TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,42,DIR.VISION DE GUARDIA Y SECUESTRO DIRECCION DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,44,DIRECCION DE TRANSITO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,34,COM,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,58,DIRECCION DE DESARROLLO MANTENIMIENTO Y APLICACION DE LA TECNOLOGIA ,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
Femenino,44,DIVISION  DE GUARDIA Y SECUESTRO,CURSO,ESTRATEGIAS COMUNICATIVAS PARA LA RESOLUCION DE CONFLICTOS. PRIMERA COHORTE,17/5/2021,21/05/2021
NULL,NULL,CULTURA CASA DEL BICENTENARIO,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,40,DOCENTE,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,29,SUBSECRETARIA DE TRANSPORTE,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,33,DELEGACION MUNICIPAL,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,60,SUBSECRETARIA DE TRANSITO,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,PALACIO MUNICIPAL ,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Masculino,44,SISTEMA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,44,DIRECCION GENERAL DE DESPACHO,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,57,DPTO. DE REDACCION,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,55,DIRECCION GENERAL DE DESPACHO,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,45,HONORABLE CONCEJO DELIBERANTE,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,55,SALUD,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,42,CHOFER DE AMBULANCIA SAMUN,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,36,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,30,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,59,CORISTA EN ORQUESTA MUNICIPAL,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Masculino,61,SUBSECRETARIA DE SALUD,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,35,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,64,ADNINISTRATIVA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,38,DIRECCION GENERAL DE DESPACHO ,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
NULL,NULL,ATC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,51,ADMINISTRATIVA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Masculino,29,NOTIFICACIONES,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,48,GUARDIA URBANA,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,50,SALUD,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Masculino,34,SAC,JORNADA,"MAS INCLUSION, MEJOR ATENCION: HABLEMOS DE DIVERSIDAD",28/6/2021,28/06/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,29,CMP DPTO RRHH,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,RESPONSABLE RR.HH.,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,59,CORISTA EN ORQUESTA MUNICIPAL,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,61,SUBSECRETARIA DE SALUD,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,56,SUBSEC. DE TRANSPORTE URBANO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,43,COORDINADORA ZUMBA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,JEFE DE RELACIONES INSTITUCIONALES,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,37,CENTRO EMISOR DE LICENCIAS,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,28,ADMINISTRATIVO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,43,DIRECTORA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,JEFA DE DEPARTAMENTO JURIDICO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,48,GUARDIA URBANA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,CAJA MUNICIPAL,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,ATC,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,ATC,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,29,SUBSECRETARIA DE TRANSPORTE,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,44,SISTEMA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,41,SECRETARIA GENERAL,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,42,CHOFER DE AMBULANCIA SAMUN,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,NULL,ATC,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,ATC,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,ATC,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,43,DPTO. DE ESTADISTICAS CENSOS Y PROYECTOS,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,30,JEFA DE DEPARTAMENTO DE LIBRE DEUDA Y PAGO VOLUNTARIO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,29,DIR.VISION DE GUARDIA - SUBSECRETARIA DE TRANSITO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,41,DIRECCION DE HABILITACIONES DE TRANSPORTE DE CARGA Y PARTICULARES,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,33,EQUIPO INTERDIR.SCIPLINARIO DE SUBSECRETARIA DE EDUCACION,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,51,ADMINISTRATIVA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,41,GUARDIA URBANA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,37,COORDINACION GENERAL,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,43,SUBSECRETARIA DE TRANSPORTE,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,48,GUARDIA URBANA,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,25,PSICOLOGA SOCIAL EN DG DE INNOVACION PUBLICA Y GOBIERNO ABIERTO,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
Femenino,63,JARDIN MITAI ROGA 4,JORNADA,LEY MICAELA. SEGUNDA COHORTE,15/5/2021,15/5/2021
NULL,NULL,ATC,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,48,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,52,CULTURA,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,29,SUBSECRETARIA DE TRANSPORTE,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,53,DPTO. DE PROYECTOS,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,34,BALLET FOLKLORICO LAS 7 CORRIENTES,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
NULL,NULL,ATC,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,66,DIRECCION DE MEDIR.ACION,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,35,SUBE,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
NULL,NULL,RESPONSABLE RR.HH.,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,24,FINES ,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,61,SUBSECRETARIA DE SALUD,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,56,SUBSEC. DE TRANSPORTE URBANO,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,30,SUBSECRETARIA DE EDUCACION,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,29,DIR.VISION DE GUARDIA - SUBSECRETARIA DE TRANSITO,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,33,SUBSECRETARIA DE TURISMO,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,44,TRIBUNALES DE FALTAS ADMINISTRACION GENERAL,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,32,DEPARTAMENTO DE PERSONAL,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,33,EQUIPO INTERDIR.SCIPLINARIO DE SUBSECRETARIA DE EDUCACION,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,50,SALUD,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,43,DIRECTORA,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,26,DIR. GRAL. DE RECURSOS HUMANOS,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,42,DIR. GRAL. DE DELEGACIONES BARRIALES,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,48,GUARDIA URBANA,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Femenino,63,JARDIN MITAI ROGA 4,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
NULL,NULL,CAJA MUNICIPAL,CHARLA,CARAS DE LA CIBERVIOLENCIA: EL GROOMING,8/6/2021,08/06/2021
Masculino,48,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,29,SUBSECRETARIA DE TRANSPORTE,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,60,SUBSECRETARIA DE TRANSITO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,57,DPTO. DE REDACCION,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,51,DIRECCION GENERAL DE DESPACHO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,41,SECRETARIA GENERAL,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
NULL,NULL,ATC,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,43,SALUD,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,35,EN LA ADMINISTRACION GENERAL TRIBUNAL DE FALTAS ,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,48,DOCENTE,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,35,SUBE,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,38,DIRECCION GENERAL DE DELEGACIONES ,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,54,CULTURA -CASA DEL BICENTENARIO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,43,DIRECCION DE BROMATOLOGIA Y SANEAMIENTO ,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,45,DIR. GRAL. DE LIMPIEZA URBANA,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,55,DIRECCION GENERAL DE CUERPO DE AGENTE DE TRANSITO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,37,SECRETARIA PRIVADA,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,48,DIR. DE INSPECCION COMERCIAL,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,35,DIRECCION GRAL. DE RR HH,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,47,JUZGADO ADMINISTRATIVO DE FALTAS N° 4,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,61,SUBSECRETARIA DE SALUD,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,43,COORDINADORA ZUMBA,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,42,MITAI ROGA XV,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,48,SUBSECRETARIA DE SALUD ,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,33,SUBSECRETARIA DE TURISMO,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,38,DIRECCION GENERAL DE DESPACHO ,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,37,CENTRO EMISOR DE LICENCIAS,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,41,DIRECCION DE HABILITACIONES DE TRANSPORTE DE CARGA Y PARTICULARES,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Femenino,45,SECRETARIA DE ACOR,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
Masculino,53,DIR. DE INSPECCION,CURSO,WORD AVANZADO,14/6/2021,28/06/2021
